term1;term2;score
automotive;passenger;0.2133875
automotive;optimal;0.14075886
automotive;output;0.12722112
automotive;parameter;0.11257172
automotive;phase;0.071020104
automotive;piston;0.16148025
automotive;pump;0.13152531
automotive;ratio;0.11191374
automotive;rear;0.11954659
automotive;rear_wheel;0.2712226
automotive;requirement;0.13692859
automotive;resistance;0.019817868
automotive;risk;0.004727683
automotive;safety;0.16621563
automotive;scenario;0.066991694
automotive;sensor;0.22312392
automotive;shaft;0.1447891
automotive;signal;0.07373059
automotive;simulation;0.18491721
automotive;slip;0.0049392674
automotive;spark_plug;0.21823409
automotive;speed;0.09009546
automotive;spring;0.015005078
automotive;stability;0.12899293
automotive;steer;0.10221522
automotive;step;0.034237724
automotive;suspension;0.08435602
automotive;switch;0.04861474
automotive;target;0.0549923
automotive;task;0.048209775
automotive;test;0.089176625
automotive;tire;0.34933263
automotive;torque;0.16047576
automotive;transmission;0.14806496
automotive;valve;0.14428662
automotive;variable;0.13445696
automotive;vehicle;0.3493542
automotive;velocity;0.057084735
automotive;voltage;0.13112004
automotive;warning;0.049197488
automotive;wheel;0.2137969
autonomous;axle;0.16622886
autonomous;battery;0.06974599
autonomous;brake;0.08197045
autonomous;brake_pedal;0.045202453
autonomous;bus;0.10173593
autonomous;camera;0.0372841
autonomous;capacity;0.13922808
autonomous;car;0.08387542
autonomous;characteristic;0.12299468
autonomous;circuit;0.0762077
autonomous;clutch;-0.011726878
autonomous;collision;0.0545132
autonomous;combustion;0.12896565
autonomous;combustion_chamber;0.13501577
autonomous;commercial_vehicle;0.19998358
autonomous;communication;0.1932476
autonomous;component;0.13557564
autonomous;condition;0.055020146
autonomous;connection;0.09660582
autonomous;consumption;0.04906253
autonomous;controller;0.16850136
autonomous;curve;0.0048213853
autonomous;cylinder;0.10081659
autonomous;define;0.15759975
autonomous;detection;0.060810853
autonomous;diesel;0.12741981
autonomous;diesel_engine;0.15463668
autonomous;drive;0.08792881
autonomous;dynamic;0.23053546
autonomous;electric_motor;0.27061242
autonomous;electrical;0.118669726
autonomous;emission;0.13384593
autonomous;engine;0.1894923
autonomous;equation;0.02564002
autonomous;error;0.053124916
autonomous;factor;0.04965479
autonomous;fault;0.16223776
autonomous;friction;0.14709236
autonomous;fuel;0.111097805
autonomous;functional;0.38600224
autonomous;gasoline;0.057838053
autonomous;gear;0.018686995
autonomous;hybrid;0.2449321
autonomous;hydraulic;0.17070559
autonomous;ignition;0.1000874
autonomous;injection;0.08698672
autonomous;input;0.15389326
autonomous;intelligent;0.21927413
autonomous;interface;0.25860527
autonomous;internal_combustion_engine;0.24519919
autonomous;lane;0.054757006
autonomous;lateral;0.13655262
autonomous;lateral_acceleration;0.20963348
autonomous;limit;0.091383226
autonomous;load;0.021438792
autonomous;longitudinal;0.16976866
autonomous;manufacturer;0.099484116
autonomous;maximum;0.09812316
autonomous;measure;0.04489399
autonomous;measurement;0.10899294
autonomous;mechanical;0.15607095
autonomous;message;-0.02033121
autonomous;mode;0.14055839
autonomous;module;0.23657134
autonomous;moment;-0.02626116
autonomous;motor;0.17642011
autonomous;navigation;0.2390425
autonomous;passenger;0.10767176
autonomous;optimal;0.16267726
autonomous;output;0.10552644
autonomous;parameter;0.17202617
autonomous;phase;0.08132377
autonomous;piston;0.11126085
autonomous;pump;0.07838577
autonomous;ratio;0.0582247
autonomous;rear;0.05930925
autonomous;rear_wheel;0.12707867
autonomous;requirement;0.10291449
autonomous;resistance;0.15250768
autonomous;risk;0.05688121
autonomous;safety;0.05497948
autonomous;scenario;0.07319786
autonomous;sensor;0.19532084
autonomous;shaft;0.01497078
autonomous;signal;0.07576814
autonomous;simulation;0.1858963
autonomous;slip;-0.029978015
autonomous;spark_plug;0.010383334
autonomous;speed;0.08288956
autonomous;spring;-0.017422082
autonomous;stability;0.23509695
autonomous;steer;0.05200273
autonomous;step;0.09584035
autonomous;suspension;0.07220892
autonomous;switch;0.084246784
autonomous;target;0.07766985
autonomous;task;0.16746394
autonomous;test;0.1276735
autonomous;tire;0.013387812
autonomous;torque;0.11194696
autonomous;transmission;0.12751524
autonomous;valve;0.06833538
autonomous;variable;0.13483536
autonomous;vehicle;0.1532475
autonomous;velocity;0.054973528
autonomous;voltage;0.12366233
autonomous;warning;0.023316089
autonomous;wheel;0.092692025
axle;battery;0.15407632
axle;brake;0.5265803
axle;brake_pedal;0.37482944
axle;bus;0.21190359
axle;camera;0.14356886
axle;capacity;0.1246342
axle;car;0.3545949
axle;characteristic;0.07192859
axle;circuit;0.14566705
axle;clutch;0.24803136
axle;collision;0.21380611
axle;combustion;0.25400716
axle;combustion_chamber;0.31828603
axle;commercial_vehicle;0.36077648
axle;communication;0.09778714
axle;component;0.13938768
axle;condition;0.1331323
axle;connection;0.057863582
axle;consumption;0.08419654
axle;controller;0.20344348
axle;curve;0.18440244
axle;cylinder;0.51033396
axle;define;-0.011327547
axle;detection;0.06544501
axle;diesel;0.3728991
axle;diesel_engine;0.4814695
axle;drive;0.16806644
axle;dynamic;0.09535364
axle;electric_motor;0.39582348
axle;electrical;0.25623825
axle;emission;0.21851704
axle;engine;0.43815082
axle;equation;0.1370117
axle;error;0.04164864
axle;factor;0.07522845
axle;fault;0.1704798
axle;friction;0.22936875
axle;fuel;0.27081
axle;functional;0.13605307
axle;gasoline;0.18681377
axle;gear;0.2615347
axle;hybrid;0.20250486
axle;hydraulic;0.5342122
axle;ignition;0.29711258
axle;injection;0.10429098
axle;input;0.045662556
axle;intelligent;0.076665305
axle;interface;0.18123704
axle;internal_combustion_engine;0.27595755
axle;lane;0.28668788
axle;lateral;0.33768648
axle;lateral_acceleration;0.4481694
axle;limit;0.102003664
axle;load;0.2625019
axle;longitudinal;0.30180997
axle;manufacturer;0.22244833
axle;maximum;0.13759889
axle;measure;0.036550555
axle;measurement;0.1726204
axle;mechanical;0.38108066
axle;message;0.038746893
axle;mode;0.13025679
axle;module;0.25993863
axle;moment;0.029796258
axle;motor;0.41851702
axle;navigation;0.17562377
axle;passenger;0.30052084
axle;optimal;0.07262603
axle;output;0.15841253
axle;parameter;0.17145856
axle;phase;0.05665333
axle;piston;0.4996981
axle;pump;0.21515858
axle;ratio;0.115074255
axle;rear;0.49449024
axle;rear_wheel;0.6394005
axle;requirement;0.1024091
axle;resistance;0.10441135
axle;risk;0.04423328
axle;safety;0.121989965
axle;scenario;0.038745154
axle;sensor;0.32717595
axle;shaft;0.3740951
axle;signal;0.101956636
axle;simulation;0.058648877
axle;slip;0.088593565
axle;spark_plug;0.31405196
axle;speed;0.20531909
axle;spring;0.020357436
axle;stability;0.13062495
axle;steer;0.06916737
axle;step;-0.0071295355
axle;suspension;0.28719842
axle;switch;0.06971963
axle;target;0.033742
axle;task;0.01702503
axle;test;0.01798917
axle;tire;0.4864246
axle;torque;0.4956593
axle;transmission;0.33224162
axle;valve;0.42527422
axle;variable;0.22821051
axle;vehicle;0.4166435
axle;velocity;0.15582345
axle;voltage;0.25741464
axle;warning;0.040462147
axle;wheel;0.5123265
battery;brake;0.26625204
battery;brake_pedal;0.21810071
battery;bus;0.11326315
battery;camera;0.2813231
battery;capacity;0.25433505
battery;car;0.23991372
battery;characteristic;-0.00025438215
battery;circuit;0.1905889
battery;clutch;0.136303
battery;collision;0.11100285
battery;combustion;0.21400736
battery;combustion_chamber;0.19052538
battery;commercial_vehicle;0.1953157
battery;communication;0.14453016
battery;component;0.15050067
battery;condition;0.09118853
battery;connection;0.22044128
battery;consumption;0.23379435
battery;controller;0.18727162
battery;curve;0.06713363
battery;cylinder;0.2380298
battery;define;-0.016445298
battery;detection;0.13869222
battery;diesel;0.17894891
battery;diesel_engine;0.27569434
battery;drive;0.21233925
battery;dynamic;0.035657246
battery;electric_motor;0.4101019
battery;electrical;0.30308834
battery;emission;0.15929662
battery;engine;0.2641814
battery;equation;0.09886959
battery;error;0.027377833
battery;factor;0.0607549
battery;fault;0.08782131
battery;friction;0.118581995
battery;fuel;0.23516282
battery;functional;0.11582853
battery;gasoline;0.12494797
battery;gear;0.12222015
battery;hybrid;0.2352632
battery;hydraulic;0.26205257
battery;ignition;0.30037722
battery;injection;0.0935494
battery;input;0.10654208
battery;intelligent;0.11211495
battery;interface;0.2364818
battery;internal_combustion_engine;0.37453493
battery;lane;0.114110895
battery;lateral;0.052912597
battery;lateral_acceleration;0.23582688
battery;limit;0.07056408
battery;load;0.1949397
battery;longitudinal;0.054357484
battery;manufacturer;0.18270977
battery;maximum;0.21338557
battery;measure;0.08868072
battery;measurement;0.08509598
battery;mechanical;0.18587236
battery;message;0.04001268
battery;mode;0.18260774
battery;module;0.3149749
battery;moment;0.07194103
battery;motor;0.30341056
battery;navigation;0.25662968
battery;passenger;0.18268383
battery;optimal;0.11263247
battery;output;0.15204896
battery;parameter;0.10050136
battery;phase;0.030520756
battery;piston;0.20339316
battery;pump;0.1841154
battery;ratio;0.17817329
battery;rear;0.217945
battery;rear_wheel;0.22169521
battery;requirement;0.07869343
battery;resistance;0.086040035
battery;risk;0.08348734
battery;safety;0.11924271
battery;scenario;0.073239796
battery;sensor;0.34543544
battery;shaft;0.19328603
battery;signal;0.15857203
battery;simulation;0.11164307
battery;slip;-0.005893232
battery;spark_plug;0.24523973
battery;speed;0.21984774
battery;spring;0.006060859
battery;stability;0.09862614
battery;steer;-0.030454963
battery;step;0.023194933
battery;suspension;0.13285223
battery;switch;0.13881856
battery;target;-0.04130689
battery;task;0.088711545
battery;test;0.13781089
battery;tire;0.20903347
battery;torque;0.30280423
battery;transmission;0.17861065
battery;valve;0.24857447
battery;variable;0.091909684
battery;vehicle;0.28166255
battery;velocity;0.14760038
battery;voltage;0.3866334
battery;warning;0.05788265
battery;wheel;0.19242904
brake;brake_pedal;0.6929626
brake;bus;0.22504961
brake;camera;0.1733157
brake;capacity;0.14650752
brake;car;0.42724276
brake;characteristic;0.10489279
brake;circuit;0.26893157
brake;clutch;0.38663077
brake;collision;0.31808454
brake;combustion;0.30105057
brake;combustion_chamber;0.33243614
brake;commercial_vehicle;0.2949297
brake;communication;0.11735671
brake;component;0.12623392
brake;condition;0.12659913
brake;connection;0.05043624
brake;consumption;0.12731493
brake;controller;0.30308646
brake;curve;0.24453488
brake;cylinder;0.49181214
brake;define;0.02775101
brake;detection;0.1531384
brake;diesel;0.31870666
brake;diesel_engine;0.39798322
brake;drive;0.20833428
brake;dynamic;0.09369964
brake;electric_motor;0.45966473
brake;electrical;0.3331059
brake;emission;0.20802136
brake;engine;0.49936935
brake;equation;0.060819503
brake;error;0.12039537
brake;factor;0.085791945
brake;fault;0.2680348
brake;friction;0.30035073
brake;fuel;0.31736428
brake;functional;0.057034377
brake;gasoline;0.23016982
brake;gear;0.27632037
brake;hybrid;0.21977504
brake;hydraulic;0.5498983
brake;ignition;0.4815664
brake;injection;0.1805644
brake;input;0.10670768
brake;intelligent;0.09175537
brake;interface;0.11263563
brake;internal_combustion_engine;0.26604652
brake;lane;0.24949774
brake;lateral;0.2989649
brake;lateral_acceleration;0.48748502
brake;limit;0.17700909
brake;load;0.18365395
brake;longitudinal;0.1729948
brake;manufacturer;0.19142818
brake;maximum;0.07634079
brake;measure;0.07042151
brake;measurement;0.16189547
brake;mechanical;0.48274097
brake;message;0.048114546
brake;mode;0.19915922
brake;module;0.1611082
brake;moment;0.11520872
brake;motor;0.44644615
brake;navigation;0.26439345
brake;passenger;0.28334895
brake;optimal;0.11832973
brake;output;0.10053499
brake;parameter;0.1564793
brake;phase;0.07263255
brake;piston;0.45757636
brake;pump;0.31351033
brake;ratio;0.07499818
brake;rear;0.46923217
brake;rear_wheel;0.5981127
brake;requirement;0.06856641
brake;resistance;0.083681226
brake;risk;0.053610895
brake;safety;0.23651451
brake;scenario;0.03342564
brake;sensor;0.3575973
brake;shaft;0.32304743
brake;signal;0.20199803
brake;simulation;0.09163403
brake;slip;0.14714259
brake;spark_plug;0.38901004
brake;speed;0.30530852
brake;spring;0.0502863
brake;stability;0.19008222
brake;steer;0.15938291
brake;step;0.07636966
brake;suspension;0.2563457
brake;switch;0.20896804
brake;target;0.06596402
brake;task;0.02129671
brake;test;0.10685029
brake;tire;0.5255595
brake;torque;0.49802107
brake;transmission;0.30571994
brake;valve;0.51097876
brake;variable;0.16324036
brake;vehicle;0.384089
brake;velocity;0.22465311
brake;voltage;0.27492547
brake;warning;0.18779294
brake;wheel;0.50802475
brake_pedal;bus;0.14039038
brake_pedal;camera;0.16701233
brake_pedal;capacity;0.118283376
brake_pedal;car;0.35260367
brake_pedal;characteristic;0.09037556
brake_pedal;circuit;0.15001811
brake_pedal;clutch;0.31958696
brake_pedal;collision;0.15579881
brake_pedal;combustion;0.25847828
brake_pedal;combustion_chamber;0.35015488
brake_pedal;commercial_vehicle;0.18661101
brake_pedal;communication;0.13020371
brake_pedal;component;0.05928482
brake_pedal;condition;0.14384192
brake_pedal;connection;0.028805453
brake_pedal;consumption;0.1878642
brake_pedal;controller;0.21932696
brake_pedal;curve;0.1824178
brake_pedal;cylinder;0.39581287
brake_pedal;define;0.024168966
brake_pedal;detection;0.061023794
brake_pedal;diesel;0.22773582
brake_pedal;diesel_engine;0.28121954
brake_pedal;drive;0.15663838
brake_pedal;dynamic;0.079828255
brake_pedal;electric_motor;0.41565987
brake_pedal;electrical;0.19505034
brake_pedal;emission;0.11402756
brake_pedal;engine;0.34380496
brake_pedal;equation;0.06705087
brake_pedal;error;0.074976556
brake_pedal;factor;0.049774665
brake_pedal;fault;0.16892205
brake_pedal;friction;0.207718
brake_pedal;fuel;0.16871859
brake_pedal;functional;0.029915627
brake_pedal;gasoline;0.21587528
brake_pedal;gear;0.17942975
brake_pedal;hybrid;0.15878756
brake_pedal;hydraulic;0.39730427
brake_pedal;ignition;0.4281494
brake_pedal;injection;0.14247556
brake_pedal;input;0.13604467
brake_pedal;intelligent;0.056867473
brake_pedal;interface;0.16927303
brake_pedal;internal_combustion_engine;0.26973295
brake_pedal;lane;0.21684234
brake_pedal;lateral;0.2530328
brake_pedal;lateral_acceleration;0.44534865
brake_pedal;limit;0.12808953
brake_pedal;load;0.14552864
brake_pedal;longitudinal;0.19156574
brake_pedal;manufacturer;0.09837873
brake_pedal;maximum;0.07280607
brake_pedal;measure;0.09324916
brake_pedal;measurement;0.17268907
brake_pedal;mechanical;0.29759374
brake_pedal;message;0.06761278
brake_pedal;mode;0.21260077
brake_pedal;module;0.123855986
brake_pedal;moment;0.10462298
brake_pedal;motor;0.27742434
brake_pedal;navigation;0.20047316
brake_pedal;passenger;0.21476358
brake_pedal;optimal;0.116867736
brake_pedal;output;0.13807687
brake_pedal;parameter;0.12732163
brake_pedal;phase;0.042216707
brake_pedal;piston;0.37936687
brake_pedal;pump;0.30460992
brake_pedal;ratio;0.12683299
brake_pedal;rear;0.42526263
brake_pedal;rear_wheel;0.47605315
brake_pedal;requirement;0.10798794
